blend	source1	source2	pre_sim	suf_sim	jw_sum	wordvec_similarity
suted	suq	ated	0.9	0.94	1.8399999999999999	0.8841263055801392
sutin	sub	latin	0.9	0.9	1.8	0.6675244569778442
suwoop	sum	scoop	0.9	0.9	1.8	0.6966937780380249
sux	sur	aux	0.9	0.91	1.81	0.8176794648170471
swagga	swy	wagga	0.9	0.9	1.8	0.7235848903656006
swaggatude	swarve	stude	0.87	0.95	1.8199999999999998	0.650166392326355
swaggin	swack	laggin	0.89	0.92	1.81	0.6519850492477417
swampmeet	swag	meet	0.93	1.0	1.9300000000000002	0.6709813475608826
swapmeet	swag	meet	0.93	1.0	1.9300000000000002	0.6709813475608826
sweatin	swede	gelatin	0.89	0.9	1.79	0.6741153001785278
sweatpants	sweat	ants	0.89	1.0	1.8900000000000001	0.645212709903717
sweetcakes	sweets	bakes	0.87	0.95	1.8199999999999998	0.6828201413154602
swervin	swede	irvin	0.89	0.95	1.8399999999999999	0.6452850103378296
swiffer	swire	staffer	0.89	0.9	1.79	0.6366907358169556
swirlinn	swick	linn	0.89	1.0	1.8900000000000001	0.7446533441543579
switchin	swing	chin	0.89	1.0	1.8900000000000001	0.6601495742797852
switchout	swill	washout	0.89	0.9	1.79	0.7382250428199768
swoll	swa	boll	0.9	0.94	1.8399999999999999	0.6985814571380615
swollow	swoops	sallow	0.87	0.92	1.79	0.7274518013000488
swormsville	swoosh	orville	0.87	0.94	1.81	0.6707133054733276
sybils	syr	heils	0.9	0.9	1.8	0.6466851234436035
syg	syl	myg	0.9	0.91	1.81	0.6821227073669434
syill	syl	cill	0.9	0.94	1.8399999999999999	0.8064445853233337
syp	sym	byp	0.9	0.91	1.81	0.6831678748130798
syphillis	syph	dallis	0.93	0.92	1.85	0.7054166197776794
syuck	syd	buck	0.9	0.94	1.8399999999999999	0.6866392493247986
tabaco	tal	saco	0.9	0.94	1.8399999999999999	0.7248159646987915
tabels	tap	heels	0.9	0.9	1.8	0.7097600698471069
tabien	tal	bien	0.9	0.94	1.8399999999999999	0.7768169045448303
tablee	tae	lee	0.9	1.0	1.9	0.631361722946167
tabrak	tam	merak	0.9	0.9	1.8	0.6925759315490723
tac	tap	mac	0.9	0.91	1.81	0.6348998546600342
tacobell	taco	bell	0.93	1.0	1.9300000000000002	0.8614103198051453
taget	tap	get	0.9	1.0	1.9	0.8117586970329285
tah	taa	aah	0.9	0.91	1.81	0.8081204295158386
tak	tar	dak	0.9	0.91	1.81	0.6468487977981567
takenover	take	over	0.93	1.0	1.9300000000000002	0.8179868459701538
takeths	takao	eths	0.89	1.0	1.8900000000000001	0.6348743438720703
talib	tax	lib	0.9	1.0	1.9	0.6751143336296082
talken	tae	ken	0.9	1.0	1.9	0.6430131196975708
talkim	tam	kim	0.9	1.0	1.9	0.6814505457878113
talkin	tae	kin	0.9	1.0	1.9	0.7115851640701294
tallkin	talpa	alkin	0.89	0.95	1.8399999999999999	0.721880316734314
talves	tap	waves	0.9	0.9	1.8	0.677227258682251
tamar	tal	amar	0.9	0.94	1.8399999999999999	0.7648310661315918
tambah	taa	bah	0.9	1.0	1.9	0.651573896408081
tambahin	tamas	shahin	0.89	0.92	1.81	0.6978468894958496
tamina	tal	reina	0.9	0.9	1.8	0.6896392107009888
tampad	tab	pad	0.9	1.0	1.9	0.6561127305030823
tampads	tampon	pads	0.87	1.0	1.87	0.6609834432601929
tanisha	tangie	elisha	0.87	0.92	1.79	0.7244672775268555
tankgirl	tank	girl	0.93	1.0	1.9300000000000002	0.6928145289421082
tanta	taw	anta	0.9	0.94	1.8399999999999999	0.7459622621536255
tantan	tal	tan	0.9	1.0	1.9	0.7364240884780884
tantas	tab	tas	0.9	1.0	1.9	0.6615183353424072
tante	tal	monte	0.9	0.9	1.8	0.6537398099899292
tapein	tav	thein	0.9	0.9	1.8	0.707068681716919
tappas	tau	lepas	0.9	0.9	1.8	0.6572054028511047
tappin	tab	pin	0.9	1.0	1.9	0.8313298225402832
tarden	tam	den	0.9	1.0	1.9	0.649960994720459
tardes	taj	ides	0.9	0.94	1.8399999999999999	0.655176043510437
tarell	taa	ell	0.9	1.0	1.9	0.6437498927116394
tarjeta	tarter	cajeta	0.87	0.92	1.79	0.6688821315765381
tarros	tae	ros	0.9	1.0	1.9	0.6745719313621521
tascon	tal	con	0.9	1.0	1.9	0.7660938501358032
taser	tal	ser	0.9	1.0	1.9	0.8577277660369873
tasha	tae	sha	0.9	1.0	1.9	0.7906332612037659
tashonna	taste	gonna	0.89	0.95	1.8399999999999999	0.7072963714599609
tastee	tat	tee	0.9	1.0	1.9	0.679579496383667
tated	tay	ted	0.9	1.0	1.9	0.6479058265686035
tattin	tab	tin	0.9	1.0	1.9	0.6366729736328125
tattoes	tat	toes	1.0	1.0	2.0	0.7306519746780396
tavares	tave	clares	0.93	0.92	1.85	0.6471056938171387
taxtes	tav	ates	0.9	0.94	1.8399999999999999	0.6637537479400635
taylored	tayra	tored	0.89	0.95	1.8399999999999999	0.6627795696258545
taylors	tayra	tailors	0.89	0.9	1.79	0.7055075764656067
tazered	tazia	skeered	0.89	0.9	1.79	0.7321308851242065
tazers	tap	beers	0.9	0.9	1.8	0.6459717154502869
tcb	tck	dcb	0.9	0.91	1.81	0.6594588160514832
teabag	tea	bag	0.9	1.0	1.9	0.772521436214447
teabagger	teague	agger	0.87	0.95	1.8199999999999998	0.7998338937759399
teachin	tear	chin	0.93	1.0	1.9300000000000002	0.700231671333313
teamin	tef	lamin	0.9	0.9	1.8	0.6784253120422363
teamsidekick	teamed	sidekick	0.87	0.92	1.79	0.6486579775810242
teara	tem	cara	0.9	0.94	1.8399999999999999	0.7715772390365601
teasin	tef	oisin	0.9	0.9	1.8	0.7215061187744141
tebow	tea	bow	0.9	1.0	1.9	0.6515952348709106
techin	tel	hin	0.9	1.0	1.9	0.6507721543312073
teefs	tef	efs	0.9	1.0	1.9	0.730735182762146
teejay	ted	jay	0.9	1.0	1.9	0.8787809014320374
teena	tec	faena	0.9	0.9	1.8	0.6391528248786926
teh	tew	feh	0.9	0.91	1.81	0.6349678039550781
tek	tef	zek	0.9	0.91	1.81	0.7635390758514404
telcos	ten	cos	0.9	1.0	1.9	0.7371904253959656
telethon	teller	python	0.87	0.92	1.79	0.7138739228248596
teling	ted	bing	0.9	0.94	1.8399999999999999	0.6919301152229309
tella	tez	walla	0.9	0.9	1.8	0.6809995174407959
tellem	tem	alem	0.9	0.94	1.8399999999999999	0.7249539494514465
telyor	tew	yor	0.9	1.0	1.9	0.6913019418716431
temas	tem	mas	0.9	1.0	1.9	0.7461782097816467
temen	tea	men	0.9	1.0	1.9	0.6517788171768188
temida	tef	haida	0.9	0.9	1.8	0.6700637936592102
temita	tef	keita	0.9	0.9	1.8	0.7171792984008789
temor	tem	mor	0.9	1.0	1.9	0.7016471028327942
tempation	tempts	cation	0.87	0.92	1.79	0.6671085953712463
temporarly	tempt	barly	0.89	0.95	1.8399999999999999	0.6916378736495972
tenang	tew	dang	0.9	0.94	1.8399999999999999	0.7175953388214111
tenative	tenons	cultive	0.87	0.9	1.77	0.6592533588409424
tenemos	tenai	memos	0.89	0.95	1.8399999999999999	0.6474193334579468
tener	tef	saner	0.9	0.9	1.8	0.648788571357727
tenga	tef	anga	0.9	0.94	1.8399999999999999	0.7077940702438354
tengas	tea	gas	0.9	1.0	1.9	0.6557307243347168
tengo	tef	ango	0.9	0.94	1.8399999999999999	0.8325617909431458
tenido	ter	ido	0.9	1.0	1.9	0.6326147317886353
tenta	tef	ganta	0.9	0.9	1.8	0.7621912956237793
teoria	tef	laria	0.9	0.9	1.8	0.7700200080871582
tepar	tel	par	0.9	1.0	1.9	0.7220321893692017
termina	ter	mina	1.0	1.0	2.0	0.710782527923584
terps	tef	harps	0.9	0.9	1.8	0.7327883243560791
terraform	term	form	0.93	1.0	1.9300000000000002	0.8692129850387573
terrell	terrie	therell	0.87	0.9	1.77	0.6484591364860535
terribe	terma	ribe	0.89	1.0	1.8900000000000001	0.6525340676307678
terus	tef	varus	0.9	0.9	1.8	0.7666115760803223
tes	ten	bes	0.9	0.91	1.81	0.6315485239028931
testie	tea	tie	0.9	1.0	1.9	0.6358497738838196
testin	tee	tin	0.9	1.0	1.9	0.6528053283691406
tet	tef	aet	0.9	0.91	1.81	0.7059708833694458
teuing	ted	bing	0.9	0.94	1.8399999999999999	0.6919301152229309
tevin	tef	cavin	0.9	0.9	1.8	0.7313612699508667
tewday	tea	day	0.9	1.0	1.9	0.7346434593200684
tewmar	tem	amar	0.9	0.94	1.8399999999999999	0.6429872512817383
tewmarrow	tew	morrow	1.0	0.92	1.92	0.6806683540344238
texasroadhouse	texas	roadhouse	1.0	0.92	1.92	0.6577988266944885
texing	ted	bing	0.9	0.94	1.8399999999999999	0.6919301152229309
texted	ted	hated	0.9	0.9	1.8	0.6527009606361389
textin	tee	tin	0.9	1.0	1.9	0.6528053283691406
teyana	tez	ana	0.9	1.0	1.9	0.6825146675109863
thaang	tha	dang	0.9	0.94	1.8399999999999999	0.8315717577934265
thang	tha	dang	0.9	0.94	1.8399999999999999	0.8315717577934265
thangs	the	kings	0.9	0.9	1.8	0.8106189370155334
thanisha	thad	elisha	0.93	0.92	1.85	0.7910996079444885
thankin	thae	mankin	0.93	0.92	1.85	0.6705259084701538
thanksgivin	tha	givin	1.0	1.0	2.0	0.6774945855140686
thans	the	means	0.9	0.9	1.8	0.8610078692436218
thass	tha	ass	0.9	1.0	1.9	0.7792289853096008
thatisall	thad	sall	0.93	1.0	1.9300000000000002	0.6478660702705383
thatt	the	matt	0.9	0.94	1.8399999999999999	0.6852095127105713
theather	thea	heather	0.93	0.9	1.83	0.6560220122337341
theese	tha	these	0.9	0.9	1.8	0.7154901027679443
theez	tho	geez	0.9	0.94	1.8399999999999999	0.8034486770629883
thejawn	thea	jawn	0.93	1.0	1.9300000000000002	0.6501762270927429
theknicks	their	dicks	0.89	0.95	1.8399999999999999	0.7084929943084717
thelonius	the	genius	1.0	0.92	1.92	0.711298942565918
theree	tho	bree	0.9	0.94	1.8399999999999999	0.7103602886199951
therom	the	from	0.9	0.94	1.8399999999999999	0.9675779938697815
therr	tha	err	0.9	1.0	1.9	0.6334928274154663
theview	the	view	1.0	1.0	2.0	0.8432751893997192
theyself	the	self	1.0	1.0	2.0	0.7970295548439026
thhank	the	bank	0.9	0.94	1.8399999999999999	0.7009119391441345
thhats	the	cats	0.9	0.94	1.8399999999999999	0.7297586798667908
thi	tha	shi	0.9	0.91	1.81	0.7034443616867065
thiers	thy	peers	0.9	0.9	1.8	0.6325072646141052
thigns	the	signs	0.9	0.9	1.8	0.7673473954200745
thiing	tha	ing	0.9	1.0	1.9	0.6628702282905579
thiink	the	ink	0.9	1.0	1.9	0.6985876560211182
thinkin	thill	mankin	0.89	0.92	1.81	0.7041716575622559
thiss	tha	diss	0.9	0.94	1.8399999999999999	0.6996527314186096
thoart	the	art	0.9	1.0	1.9	0.8080080151557922
thoghts	tho	fights	1.0	0.92	1.92	0.6833877563476562
thornton	thomas	anton	0.87	0.95	1.8199999999999998	0.7248464822769165
thoughs	thoght	ughs	0.87	1.0	1.87	0.7530279159545898
thr	tha	whr	0.9	0.91	1.81	0.6779601573944092
threatend	thrive	tend	0.87	1.0	1.87	0.7192508578300476
threatenin	thrall	genin	0.87	0.95	1.8199999999999998	0.7115523219108582
threatin	throu	creatin	0.89	0.9	1.79	0.6707557439804077
thristy	thrill	feisty	0.87	0.92	1.79	0.647072970867157
throught	thrice	aught	0.87	0.95	1.8199999999999998	0.7141709327697754
throwed	thrice	owed	0.87	1.0	1.87	0.667201578617096
thrownback	three	back	0.89	1.0	1.8900000000000001	0.7040424942970276
thrusday	three	tuesday	0.89	0.9	1.79	0.7147573232650757
thruwhat	three	what	0.89	1.0	1.8900000000000001	0.7807404398918152
tht	tha	sht	0.9	0.91	1.81	0.7476848363876343
thuggin	thumps	laggin	0.87	0.92	1.79	0.6547267436981201
thuglife	thug	life	0.93	1.0	1.9300000000000002	0.6852729916572571
thulie	tha	lie	0.9	1.0	1.9	0.7425776124000549
thunk	tha	dunk	0.9	0.94	1.8399999999999999	0.660306453704834
thurs	tha	urs	0.9	1.0	1.9	0.6988825798034668
thway	tha	way	0.9	1.0	1.9	0.722143292427063
tia	tiu	pia	0.9	0.91	1.81	0.7659722566604614
tiana	tim	dana	0.9	0.94	1.8399999999999999	0.6765760779380798
tianna	tiu	hanna	0.9	0.9	1.8	0.6586923003196716
tickin	tin	kin	0.9	1.0	1.9	0.638507604598999
tiearra	tienda	barra	0.87	0.95	1.8199999999999998	0.7023617029190063
tiene	tis	gene	0.9	0.94	1.8399999999999999	0.6340497136116028
tienes	tie	lines	0.9	0.9	1.8	0.7218329310417175
tierra	tic	barra	0.9	0.9	1.8	0.6340625286102295
tiight	tie	fight	0.9	0.9	1.8	0.651296079158783
tiime	tie	time	0.9	0.94	1.8399999999999999	0.6550863981246948
tiired	tie	red	0.9	1.0	1.9	0.8043475151062012
tik	tin	pik	0.9	0.91	1.81	0.6666216850280762
tillary	tilly	clary	0.89	0.95	1.8399999999999999	0.7389716506004333
tiltle	tib	atle	0.9	0.94	1.8399999999999999	0.6354026794433594
timee	tis	mee	0.9	1.0	1.9	0.7989866137504578
timelines	timbo	raines	0.89	0.92	1.81	0.7106767892837524
timess	tiu	cess	0.9	0.94	1.8399999999999999	0.6538004875183105
timmies	times	enemies	0.89	0.9	1.79	0.6557973623275757
timmy	tig	gammy	0.9	0.9	1.8	0.6476036310195923
timonium	timbo	xenium	0.89	0.92	1.81	0.6574820876121521
tinasia	tinaja	aphasia	0.87	0.9	1.77	0.7018382549285889
tinkerbell	tina	bell	0.93	1.0	1.9300000000000002	0.7625108361244202
tione	tie	one	0.9	1.0	1.9	0.7142871618270874
tiora	tig	kora	0.9	0.94	1.8399999999999999	0.6718391180038452
tippin	tie	spin	0.9	0.94	1.8399999999999999	0.8131873607635498
tirame	tie	came	0.9	0.94	1.8399999999999999	0.7082253098487854
tiran	tie	ran	0.9	1.0	1.9	0.6630377769470215
tirarle	tirr	arle	0.93	1.0	1.9300000000000002	0.6729707717895508
tisha	tin	sha	0.9	1.0	1.9	0.677667498588562
tites	tip	rates	0.9	0.9	1.8	0.6634120345115662
titos	tib	lotos	0.9	0.9	1.8	0.7286386489868164
titpic	tib	aspic	0.9	0.9	1.8	0.6546432971954346
tix	tip	fix	0.9	0.91	1.81	0.7146522998809814
tiyad	tin	yad	0.9	1.0	1.9	0.6623281836509705
tld	tlo	hld	0.9	0.91	1.81	0.6505072116851807
tnite	tnt	elite	0.9	0.9	1.8	0.6439469456672668
todos	too	kudos	0.9	0.9	1.8	0.6525543928146362
todric	tom	eric	0.9	0.94	1.8399999999999999	0.8751417398452759
toh	too	foh	0.9	0.91	1.81	0.6532789468765259
toika	toa	pika	0.9	0.94	1.8399999999999999	0.7106608152389526
tok	tow	wok	0.9	0.91	1.81	0.7372342944145203
tolie	too	lie	0.9	1.0	1.9	0.8488898277282715
tolley	tom	riley	0.9	0.9	1.8	0.7895857095718384
tolong	tow	bong	0.9	0.94	1.8399999999999999	0.6710370779037476
tomar	tom	omar	0.9	0.94	1.8399999999999999	0.64497309923172
tomaro	tox	garo	0.9	0.94	1.8399999999999999	0.6776670813560486
tomate	tom	ate	0.9	1.0	1.9	0.6983438730239868
tomen	too	men	0.9	1.0	1.9	0.7037396430969238
tommie	toi	amie	0.9	0.94	1.8399999999999999	0.8476301431655884
tomor	tou	mor	0.9	1.0	1.9	0.7897957563400269
tomorro	toma	morro	0.93	0.95	1.88	0.7653323411941528
tompay	too	pay	0.9	1.0	1.9	0.7736952304840088
tonigt	toi	doigt	0.9	0.9	1.8	0.6415891647338867
tonioght	tonna	thoght	0.89	0.92	1.81	0.6975502967834473
tonit	too	nit	0.9	1.0	1.9	0.6817719340324402
tonites	tongue	bites	0.87	0.95	1.8199999999999998	0.7469194531440735
tonney	tob	laney	0.9	0.9	1.8	0.6566921472549438
toobad	tom	bad	0.9	1.0	1.9	0.7355738282203674
toodles	tooter	cradles	0.87	0.9	1.77	0.6478803753852844
toomuch	too	much	1.0	1.0	2.0	0.9624002575874329
tooshie	toom	tashie	0.93	0.92	1.85	0.8456254601478577
toota	toa	bota	0.9	0.94	1.8399999999999999	0.7758874297142029
tootie	toe	tie	0.9	1.0	1.9	0.8041098117828369
tootin	toe	tin	0.9	1.0	1.9	0.644524335861206
topanga	toper	fanga	0.89	0.95	1.8399999999999999	0.645505964756012
toppin	toi	lapin	0.9	0.9	1.8	0.6316642165184021
torchering	torch	ring	0.89	1.0	1.8900000000000001	0.7469803094863892
torey	tom	carey	0.9	0.9	1.8	0.7421517968177795
torrance	tors	seance	0.93	0.92	1.85	0.6492558121681213
torre	toi	barre	0.9	0.9	1.8	0.7375105619430542
totalmente	toting	kente	0.87	0.95	1.8199999999999998	0.6538838148117065
tothe	tom	the	0.9	1.0	1.9	0.7971575260162354
touchin	touch	chin	0.89	1.0	1.8900000000000001	0.6492836475372314
touchscreen	touch	screen	0.89	0.96	1.85	0.8780270218849182
toulouise	toupee	bruise	0.87	0.92	1.79	0.6678637266159058
tounge	toi	mange	0.9	0.9	1.8	0.715387225151062
toungring	touch	ring	0.89	1.0	1.8900000000000001	0.8246403932571411
toves	tov	eves	0.9	0.94	1.8399999999999999	0.6517038345336914
tpain	tpi	lain	0.9	0.94	1.8399999999999999	0.8091435432434082
trackball	track	ball	0.89	1.0	1.8900000000000001	0.8538626432418823
traemos	traves	demos	0.87	0.95	1.8199999999999998	0.6902137994766235
tragame	track	game	0.89	1.0	1.8900000000000001	0.8624833822250366
traguito	trazia	intuito	0.87	0.9	1.77	0.6953438520431519
trainwreck	tracer	reck	0.87	1.0	1.87	0.6557616591453552
trajan	trs	jan	0.9	1.0	1.9	0.6412047147750854
trannies	tramps	meanies	0.87	0.9	1.77	0.7525074481964111
tranny	try	funny	0.9	0.9	1.8	0.7300256490707397
transexuals	tramps	bisexuals	0.87	0.9	1.77	0.6618838310241699
transfering	trawl	limbering	0.89	0.9	1.79	0.6526967287063599
transformo	tranky	mormo	0.87	0.95	1.8199999999999998	0.679429292678833
transgender	tracy	bender	0.89	0.96	1.85	0.7058167457580566
transitar	transf	kitar	0.87	0.95	1.8199999999999998	0.6462743878364563
trappin	tracey	pippin	0.87	0.92	1.79	0.7647217512130737
trasfered	traced	sobered	0.87	0.9	1.77	0.692049503326416
trasmite	transp	comite	0.87	0.92	1.79	0.6429580450057983
trata	tri	gata	0.9	0.94	1.8399999999999999	0.6574989557266235
tratando	tracy	orlando	0.89	0.9	1.79	0.6812311410903931
tratar	tri	tar	0.9	1.0	1.9	0.6648411154747009
tratare	trag	tare	0.93	1.0	1.9300000000000002	0.6382837295532227
trates	try	hates	0.9	0.9	1.8	0.7040097713470459
trato	tra	dato	0.9	0.94	1.8399999999999999	0.657709002494812
travelingh	tracy	singh	0.89	0.95	1.8399999999999999	0.6661438941955566
trayvoice	track	choice	0.89	0.92	1.81	0.6314427852630615
tre	try	are	0.9	0.91	1.81	0.8274839520454407
treatin	trend	latin	0.89	0.95	1.8399999999999999	0.6542145609855652
trell	trp	ell	0.9	1.0	1.9	0.6860427856445312
tremayne	treen	ayne	0.89	1.0	1.8900000000000001	0.6681391596794128
tremenda	trends	agenda	0.87	0.92	1.79	0.6999213695526123
trentdaddy	trent	addy	0.89	1.0	1.8900000000000001	0.6467162370681763
tresvant	treed	lavant	0.89	0.92	1.81	0.65530925989151
trever	try	ever	0.9	0.94	1.8399999999999999	0.8225052356719971
trian	trs	dian	0.9	0.94	1.8399999999999999	0.6451453566551208
trife	try	life	0.9	0.94	1.8399999999999999	0.8411258459091187
trigga	try	nigga	0.9	0.9	1.8	0.6960164308547974
trippen	trick	happen	0.89	0.92	1.81	0.7392991185188293
trippin	trice	pippin	0.89	0.92	1.81	0.6395063996315002
tro	try	bro	0.9	0.91	1.81	0.7579371333122253
troost	try	cost	0.9	0.94	1.8399999999999999	0.6736356616020203
trouf	trp	ouf	0.9	1.0	1.9	0.7514703273773193
tru	trp	cru	0.9	0.91	1.81	0.6651639342308044
truccer	truck	soccer	0.89	0.92	1.81	0.6652336716651917
truely	try	rely	0.9	0.94	1.8399999999999999	0.7342623472213745
trujillo	truing	hillo	0.87	0.95	1.8199999999999998	0.6724534034729004
trumbull	truck	bull	0.89	1.0	1.8900000000000001	0.8014626502990723
tryina	tri	mina	0.9	0.94	1.8399999999999999	0.7218199968338013
tryinna	tryt	binna	0.93	0.95	1.88	0.7366693019866943
trynna	try	wanna	0.9	0.9	1.8	0.9004330635070801
ttg	tty	mtg	0.9	0.91	1.81	0.6548365354537964
ttown	tty	lown	0.9	0.94	1.8399999999999999	0.6846290230751038
tuffin	tue	enfin	0.9	0.9	1.8	0.6790298223495483
tugas	tux	yogas	0.9	0.9	1.8	0.7526748180389404
tukang	tut	fang	0.9	0.94	1.8399999999999999	0.643809974193573
tumben	tut	ben	0.9	1.0	1.9	0.6755427122116089
tunde	tun	ende	0.9	0.94	1.8399999999999999	0.6382441520690918
turnin	tuy	lenin	0.9	0.9	1.8	0.6308913230895996
turnt	tub	burnt	0.9	0.9	1.8	0.7865549325942993
tus	tun	aus	0.9	0.91	1.81	0.7131294012069702
tuscon	tuy	ancon	0.9	0.9	1.8	0.6759204864501953
twatchin	twang	kachin	0.89	0.92	1.81	0.7020100355148315
twatters	twats	beaters	0.89	0.9	1.79	0.6378861665725708
twatting	twang	bating	0.89	0.92	1.81	0.7665756940841675
tweditor	tweeny	suitor	0.87	0.92	1.79	0.6511784791946411
tween	two	been	0.9	0.94	1.8399999999999999	0.8431981801986694
tweep	two	deep	0.9	0.94	1.8399999999999999	0.7573917508125305
tweeple	tweed	steeple	0.89	0.9	1.79	0.6424252986907959
tweeples	tweed	maples	0.89	0.92	1.81	0.6791576147079468
tweeps	two	keeps	0.9	0.9	1.8	0.6999028921127319
tweepsland	tweedy	aland	0.87	0.95	1.8199999999999998	0.6730432510375977
tweetage	tweed	vantage	0.89	0.9	1.79	0.7320075035095215
tweetbabes	tweeds	fabes	0.87	0.95	1.8199999999999998	0.7917076349258423
tweetbeaters	twerp	debaters	0.89	0.92	1.81	0.7033151984214783
tweetdeck	tweak	deck	0.89	1.0	1.8900000000000001	0.6810058355331421
tweetheart	tweedy	peart	0.87	0.95	1.8199999999999998	0.673764705657959
tweethearts	twelve	hearts	0.87	0.96	1.83	0.6346757411956787
tweeties	tweed	ties	0.89	1.0	1.8900000000000001	0.6376520991325378
tweetin	tweest	retin	0.87	0.95	1.8199999999999998	0.6517177820205688
tweetphoto	tweet	photo	0.89	0.95	1.8399999999999999	0.6919518709182739
tweetup	tweeds	getup	0.87	0.95	1.8199999999999998	0.6318126916885376
tweetups	tweaks	setups	0.87	0.92	1.79	0.805395781993866
tweetyleets	tweedy	leets	0.87	1.0	1.87	0.6377021074295044
tweeyed	tweeze	keyed	0.87	0.95	1.8199999999999998	0.6382560133934021
tweople	tweet	people	0.89	0.92	1.81	0.6663739681243896
tweoples	tweed	maples	0.89	0.92	1.81	0.6791576147079468
twerker	tweedy	barker	0.87	0.92	1.79	0.7984529733657837
twerks	two	marks	0.9	0.9	1.8	0.8282160758972168
twerkteam	tweet	team	0.89	1.0	1.8900000000000001	0.646743893623352
tweys	two	keys	0.9	0.94	1.8399999999999999	0.7562257051467896
twigga	two	nigga	0.9	0.9	1.8	0.6787165999412537
twiggerettes	twine	palettes	0.89	0.92	1.81	0.6774919033050537
twiggets	twice	gets	0.89	1.0	1.8900000000000001	0.8559238910675049
twighties	twice	ties	0.89	1.0	1.8900000000000001	0.6433118581771851
twiisted	twinge	feasted	0.87	0.9	1.77	0.6410763263702393
twinigger	twine	dagger	0.89	0.92	1.81	0.68266361951828
twinkies	twiggy	jackies	0.87	0.9	1.77	0.7437896132469177
twinny	two	penny	0.9	0.9	1.8	0.6864263415336609
twisses	twice	asses	0.89	0.95	1.8399999999999999	0.6827137470245361
twista	twp	vesta	0.9	0.9	1.8	0.6382125616073608
twisties	twice	ties	0.89	1.0	1.8900000000000001	0.6433118581771851
twitea	two	tea	0.9	1.0	1.9	0.6634959578514099
twiteched	twinge	ached	0.87	0.95	1.8199999999999998	0.675930380821228
twiter	twa	gater	0.9	0.9	1.8	0.6551799774169922
twiticon	twine	rubicon	0.89	0.9	1.79	0.6849820613861084
twitkiss	twice	kiss	0.89	1.0	1.8900000000000001	0.6517175436019897
twitlife	twice	life	0.89	1.0	1.8900000000000001	0.7640647888183594
twitlonger	twice	anger	0.89	0.95	1.8399999999999999	0.6455573439598083
twitnation	twiggy	cation	0.87	0.92	1.79	0.6784400939941406
twitpickin	twirk	hackin	0.89	0.92	1.81	0.6454928517341614
twitpics	twice	pics	0.89	1.0	1.8900000000000001	0.672339141368866
twitslap	twice	slap	0.89	1.0	1.8900000000000001	0.7620214223861694
twitta	two	gotta	0.9	0.9	1.8	0.7535474300384521
twittascope	twine	periscope	0.89	0.9	1.79	0.6715299487113953
twittascopes	twirk	copes	0.89	1.0	1.8900000000000001	0.6490734815597534
twitterfight	twice	fight	0.89	1.0	1.8900000000000001	0.7875938415527344
twittername	twist	surname	0.89	0.94	1.83	0.6381615400314331
twitteros	twirp	romeros	0.89	0.9	1.79	0.6415672302246094
twittertrain	twists	strain	0.87	0.96	1.83	0.688616156578064
twittervent	twinge	fervent	0.87	0.94	1.81	0.7522914409637451
twitterville	twitty	seville	0.87	0.94	1.81	0.6946555376052856
twizz	twa	bizz	0.9	0.94	1.8399999999999999	0.724995493888855
twizzler	twiggy	dazzler	0.87	0.9	1.77	0.829182505607605
